link_loja,link_imagem,image_name_new,description,preco_original,moeda,price_int_brl,store,pais,Continente,status,filesize_kb,width,height,pHash
https://www.lojamam.org.br/guarda-chuva-mini-laranja-borda-roxa-mam342.html,imagem baixada,fad0852f78d08778.jpg,"Guarda-chuva mini laranja com borda roxa MAM Guarda-chuva laranja com borda roxa e logomarca do MAM. Possui 17 cm fechado e 86 cm aberto.
Saiba Mais",149.0,Real,149.0,MAM SP Store,Brasil,America do Sul,sem link,17.72,600.0,600.0,fad0852f78d08778
https://www.lojamam.org.br/botton-orgulho-lgbt-mam344.html,imagem baixada,a64d993266d99966.jpg,"Botton orgulho LGBT MAM Botton em base padrão com liga de metal ZAMAK. Poliéster Perolado com aplicação de Resina PU, redondo 50mm, pino com fecho em silicone.
Saiba Mais",16.0,Real,16.0,MAM SP Store,Brasil,America do Sul,sem link,14.78,600.0,600.0,a64d993266d99966
https://www.lojamam.org.br/botton-diversidade-trans-mam345.html,imagem baixada,b30ccc3373cd9926.jpg,"Botton orgulho trans MAM Botton em base padrão com liga de metal ZAMAK. Poliéster Perolado com aplicação de Resina PU, redondo 50mm, pino com fecho em silicone.
Saiba Mais",16.0,Real,16.0,MAM SP Store,Brasil,America do Sul,sem link,12.34,600.0,600.0,b30ccc3373cd9926
https://www.lojamam.org.br/azulejo-im-branco-5x5-mam-mam348.html,imagem baixada,b2ddcd7272c8c988.jpg,"Imã azulejo branco MAM Imã em azulejo branco com logomarca do Museu de Arte Moderna, tamanho 5x5.
Saiba Mais",15.0,Real,15.0,MAM SP Store,Brasil,America do Sul,sem link,18.18,600.0,600.0,b2ddcd7272c8c988
https://www.lojamam.org.br/ecobag-santidio-arte-rosa-mam350.html,imagem baixada,b1c6da39c638cb61.jpg,"Ecobag rosa Santídio Pereira Ecobag com reprodução da obra ""Sem Título, 2021"" do artista Santidio Pereira.
Saiba Mais",60.0,Real,60.0,MAM SP Store,Brasil,America do Sul,sem link,18.1,600.0,600.0,b1c6da39c638cb61
https://www.lojamam.org.br/camiseta-santidio-arte-verde-tam-m-mam352.html,imagem baixada,bee485db32692166.jpg,"Camiseta Santídio Pereira - verde - M Camiseta com reprodução da obra ""Sem título, 2021"" do artista Santídio Pereira.
Saiba Mais",119.0,Real,119.0,MAM SP Store,Brasil,America do Sul,sem link,38.43,600.0,600.0,bee485db32692166
https://www.lojamam.org.br/camiseta-santidio-arte-azul-tam-m-mam357.html,imagem baixada,bb32c4c9da434db8.jpg,"Camiseta Santídio Pereira - azul - M Camiseta com reprodução da obra ""Sem título, 2022"" do artista Santídio Pereira.
Saiba Mais",119.0,Real,119.0,MAM SP Store,Brasil,America do Sul,sem link,32.85,600.0,600.0,bb32c4c9da434db8
https://www.lojamam.org.br/caderno-flexvel-santdio-arte-rosa-mam361.html,imagem baixada,e49a9b659b6c6432.jpg,"Caderno flexível rosa Santídio Pereira Caderno com reprodução da obra ""Sem título, 2021"" do artista Santídio Pereira.
Saiba Mais",40.0,Real,40.0,MAM SP Store,Brasil,America do Sul,sem link,21.15,600.0,600.0,e49a9b659b6c6432
https://store.moma.org/en-br/collections/gifts/products/dual-color-glass-fruit-bowl-green-yellow,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/4e54bf77-7b36-47a7-b17a-cca90033dfe5_360x.jpg?v=1736905310,e0db96a4396bc334.jpg,Dual Color Glass Fruit Bowl,277.0,Real,277.0,MOMA Store,Estados Unidos,América do Norte,baixado,6.52,360.0,360.0,e0db96a4396bc334
https://store.moma.org/en-br/collections/gifts/products/pearl-glass-drinkware-set-of-2-tumbler,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/f713e942-87d8-4e9a-87b0-56a7eb6beca3_360x.jpg?v=1736905656,fb848c7b8c2ed22c.jpg,Pearl Glass Drinkware,381.0,Real,381.0,MOMA Store,Estados Unidos,América do Norte,baixado,7.19,360.0,360.0,fb848c7b8c2ed22c
https://store.moma.org/en-br/collections/gifts/products/bouquet-glass-stemware-set-of-4-large-tumbler,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/dac92334-c7b5-45b0-a23b-b92c24665a3c_360x.jpg?v=1736905040,bd03d0f8c70f0f70.jpg,Bouquet Glass Stemware,583.0,Real,583.0,MOMA Store,Estados Unidos,América do Norte,baixado,6.0,360.0,360.0,bd03d0f8c70f0f70
https://store.moma.org/en-br/collections/gifts/products/lollipop-reclaimed-fabric-two-tone-napkins-set-of-4,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/6d87d484-f98c-49c1-a71a-4a8bb026cd23_360x.jpg?v=1740002775,e64f99329b909b8c.jpg,Lollipop Reclaimed Fabric Two-Tone Napkins,540.0,Real,540.0,MOMA Store,Estados Unidos,América do Norte,baixado,7.94,360.0,360.0,e64f99329b909b8c
https://store.moma.org/en-br/collections/gifts/products/telfar-tyvek-shopping-bag-brown,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/8105493c-5747-46e4-9493-49edd4b59e5a_360x.jpg?v=1741705673,f08fcb34ce639458.jpg,Telfar Tyvek Shopping Bag,1.17,Real,1.17,MOMA Store,Estados Unidos,América do Norte,baixado,8.61,360.0,360.0,f08fcb34ce639458
https://store.moma.org/en-br/collections/gifts/products/arlo-skye-dusen-dusen-dopp-kit,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/451d5de9-3fbd-4e7e-bb55-226d1459943c_360x.jpg?v=1740668079,bcc1c13e6ee1b093.jpg,Arlo Skye Dusen Dusen Dopp Kit,583.0,Real,583.0,MOMA Store,Estados Unidos,América do Norte,baixado,10.14,360.0,360.0,bcc1c13e6ee1b093
https://store.moma.org/en-br/collections/gifts/products/sowden-wall-clock-purple-green,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/875c3a93-78c2-45cc-8928-afe71f939fa2_360x.jpg?v=1736904733,e99496639b9c6d60.jpg,SOWDEN Wall Clock,583.0,Real,583.0,MOMA Store,Estados Unidos,América do Norte,baixado,13.44,360.0,360.0,e99496639b9c6d60
https://store.moma.org/en-br/collections/gifts/products/martine-ali-silver-luc-curb-chain-necklace,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/44b7b925-a626-4b83-9e84-cb244ca7c3eb_360x.jpg?v=1738606774,e4399266999acbcc.jpg,Martine Ali Silver Luc Curb Chain Necklace,1.38,Real,1.38,MOMA Store,Estados Unidos,América do Norte,baixado,7.78,360.0,360.0,e4399266999acbcc
https://store.moma.org/en-br/collections/gifts/products/baggu-recycled-leather-crescent-bag,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/43c02f20-f318-4220-98a8-b765b46fe08d_360x.jpg?v=1740432723,bdc2c23dca968374.jpg,Baggu Recycled Leather Crescent Bag,1.11,Real,1.11,MOMA Store,Estados Unidos,América do Norte,baixado,8.58,360.0,360.0,bdc2c23dca968374
https://store.moma.org/en-br/collections/gifts/products/dusen-dusen-striped-terry-slippers-nicholas-stripe,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/0e69c669-a50d-443f-a31c-e3cfc0b377e4_360x.jpg?v=1740669294,bc3ed1c18693c333.jpg,Dusen Dusen Striped Terry Slippers,295.0,Real,295.0,MOMA Store,Estados Unidos,América do Norte,baixado,19.13,360.0,360.0,bc3ed1c18693c333
https://store.moma.org/en-br/collections/gifts/products/small-albert-clock-alarm,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/c22fb2c0-6514-4583-8070-5663412bb1c4_480947af-e39c-45c5-ab45-23e23395fb97_360x.jpg?v=1737492550,bac2853d689e3e43.jpg,Small Albert Clock,798.0,Real,798.0,MOMA Store,Estados Unidos,América do Norte,baixado,9.43,360.0,360.0,bac2853d689e3e43
https://store.moma.org/en-br/collections/gifts/products/telfar-tyvek-shopping-bag-silver,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/a19ec404-a19d-4bc2-b786-11735883a5be_360x.jpg?v=1741721879,e19e9a619e23619b.jpg,Telfar Tyvek Shopping Bag,1.17,Real,1.17,MOMA Store,Estados Unidos,América do Norte,baixado,9.14,360.0,360.0,e19e9a619e23619b
https://store.moma.org/en-br/collections/gifts/products/traits-frioul-cotton-silk-scarf,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/068fdc6e-1efc-4f1b-9214-908bc056670b_360x.jpg?v=1738167141,bcb3c34e86489b99.jpg,Traits Frioul Cotton & Silk Scarf,982.0,Real,982.0,MOMA Store,Estados Unidos,América do Norte,baixado,11.91,360.0,360.0,bcb3c34e86489b99
https://store.moma.org/en-br/collections/gifts/products/jeffrey-gibson-recycled-polyester-tote-bag-the-future-is-present,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/e6c088ec-eaad-4bed-96b0-b376342e2e0f_360x.jpg?v=1738166439,be81c32f856e84ce.jpg,Jeffrey Gibson Recycled Polyester Tote Bag,111.0,Real,111.0,MOMA Store,Estados Unidos,América do Norte,baixado,19.84,360.0,360.0,be81c32f856e84ce
https://store.moma.org/en-br/collections/gifts/products/bicolor-hourglass-pink-green,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/3ffdaecb-5f54-4549-ba3b-826b439bef84_360x.jpg?v=1737492147,b2cc6c338b339933.jpg,Bicolor Hourglass,504.0,Real,504.0,MOMA Store,Estados Unidos,América do Norte,baixado,6.5,360.0,360.0,b2cc6c338b339933
https://store.moma.org/en-br/collections/gifts/products/sowden-wall-clock-white-blue,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/bc760a4a-b531-429b-8e34-f48cd50c1fc3_360x.jpg?v=1736904635,ed3196cadb214d92.jpg,SOWDEN Wall Clock,583.0,Real,583.0,MOMA Store,Estados Unidos,América do Norte,baixado,13.07,360.0,360.0,ed3196cadb214d92
https://store.moma.org/en-br/collections/gifts/products/geometric-non-stick-cookware-with-lid-tall-pot,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/6737f2e4-b918-4052-bc1b-398099041b56_360x.jpg?v=1736905544,ee72c18d3f62609c.jpg,Geometric Non-Stick Cookware with Lid,399.0,Real,399.0,MOMA Store,Estados Unidos,América do Norte,baixado,8.06,360.0,360.0,ee72c18d3f62609c
https://store.moma.org/en-br/collections/gifts/products/bicolor-hourglass-amber-gray,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/a7fd5ad8-b40d-42ae-941f-eae8b7fabc6c_360x.jpg?v=1737492140,e6cc999bcc648c66.jpg,Bicolor Hourglass,320.0,Real,320.0,MOMA Store,Estados Unidos,América do Norte,baixado,7.02,360.0,360.0,e6cc999bcc648c66
https://store.moma.org/en-br/collections/gifts/products/geometric-non-stick-cookware-with-lid-multipan,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/172822_a_360x.jpg?v=1739395756,bf4bc0b43d096ad2.jpg,Geometric Non-Stick Cookware with Lid,369.0,Real,369.0,MOMA Store,Estados Unidos,América do Norte,baixado,7.05,360.0,360.0,bf4bc0b43d096ad2
https://store.moma.org/en-br/collections/gifts/products/yoshitomo-nara-plush-keyring,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/60b155d8-761f-4aa7-a676-0ac8f3fe9f30_360x.jpg?v=1738609729,bb9cc66139c2c23d.jpg,Yoshitomo Nara Plush Keyring,166.0,Real,166.0,MOMA Store,Estados Unidos,América do Norte,baixado,6.69,360.0,360.0,bb9cc66139c2c23d
https://store.moma.org/en-br/collections/gifts/products/dusen-dusen-striped-terry-slippers-martine-stripe,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/49ea34e8-f22d-4fa6-933c-afcbd24794ce_360x.jpg?v=1742309584,ae26c0c98793d36b.jpg,Dusen Dusen Striped Terry Slippers,295.0,Real,295.0,MOMA Store,Estados Unidos,América do Norte,baixado,17.28,360.0,360.0,ae26c0c98793d36b
https://store.moma.org/en-br/collections/gifts/products/nestlock-food-storage-containers,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/426add3f-2aa2-4071-befc-dd0f478623e6_360x.jpg?v=1737148653,e1a686599a7999c6.jpg,NestLock Food Storage Containers,185.0,Real,185.0,MOMA Store,Estados Unidos,América do Norte,baixado,9.49,360.0,360.0,e1a686599a7999c6
https://store.moma.org/en-br/collections/gifts/products/keith-haring-pop-shop-inflatable-baby,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/8091ae53-9adf-4a26-ab86-8aed88f8bc1f_360x.jpg?v=1737492249,ba85957ec2692596.jpg,Keith Haring Pop Shop Inflatable Baby,246.0,Real,246.0,MOMA Store,Estados Unidos,América do Norte,baixado,9.59,360.0,360.0,ba85957ec2692596
https://store.moma.org/en-br/collections/gifts/products/village-house-porcelain-vase-large,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/3eb8a58f-7e71-4203-81d4-8ce02d7dfcd3_360x.jpg?v=1736904616,a42dc3c3d2dc9c78.jpg,Village House Porcelain Vase,246.0,Real,246.0,MOMA Store,Estados Unidos,América do Norte,baixado,12.85,360.0,360.0,a42dc3c3d2dc9c78
https://store.moma.org/en-br/collections/gifts/products/chromatic-napkin-rings-set-of-4-blue-green,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/372f72b4-b3d9-4c7d-9441-f43f53c578cb_360x.jpg?v=1736905282,e8649697915966d9.jpg,Chromatic Napkin Rings,301.0,Real,301.0,MOMA Store,Estados Unidos,América do Norte,baixado,19.23,360.0,360.0,e8649697915966d9
https://store.moma.org/en-br/collections/gifts/products/bicolor-hourglass-blue-yellow,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/9056cce2-b9a3-40a3-85e6-2001978592bd_360x.jpg?v=1737492133,e6cc9993cc269933.jpg,Bicolor Hourglass,270.0,Real,270.0,MOMA Store,Estados Unidos,América do Norte,baixado,5.68,360.0,360.0,e6cc9993cc269933
https://store.moma.org/en-br/collections/gifts/products/cauny-moneo-prado-square-watch,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/60283b33-b5ab-4cc8-97d4-bf8f23fd1015_360x.jpg?v=1738163922,e6c6c69999669899.jpg,Cauny Moneo Prado Square Watch,1.29,Real,1.29,MOMA Store,Estados Unidos,América do Norte,baixado,6.93,360.0,360.0,e6c6c69999669899
https://store.moma.org/en-br/collections/gifts/products/dusen-dusen-hooded-kids-towel-nicolas-stripe,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/e5c53979-1de1-4803-afc1-b63916a742cd_360x.jpg?v=1737491823,b092cf6c9869c39d.jpg,Dusen Dusen Hooded Kids’ Towel,418.0,Real,418.0,MOMA Store,Estados Unidos,América do Norte,baixado,13.4,360.0,360.0,b092cf6c9869c39d
https://store.moma.org/en-br/collections/gifts/products/lollipop-reclaimed-fabric-reversible-placemat,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/743441bc-8752-43cf-867f-36f137fc003a_360x.jpg?v=1736905629,eac1953e95956ac4.jpg,Lollipop Reclaimed Fabric Reversible Placemat,221.0,Real,221.0,MOMA Store,Estados Unidos,América do Norte,baixado,5.78,360.0,360.0,eac1953e95956ac4
https://store.moma.org/en-br/collections/gifts/products/portable-neck-fan,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/e2a57b60-25e2-4230-b66b-4cf16d6b7d5d_360x.jpg?v=1737491805,b9866338c639966d.jpg,Portable Neck Fan,234.0,Real,234.0,MOMA Store,Estados Unidos,América do Norte,baixado,5.88,360.0,360.0,b9866338c639966d
https://store.moma.org/en-br/collections/gifts/products/faith-ringgold-windows-of-the-wedding-1-woman-basketball,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/73b98ed2-408b-47f6-b1c7-b2db546e090b_360x.jpg?v=1737492430,be8ec1299e689b32.jpg,"Faith Ringgold “Windows of the Wedding #1, Woman” Basketball",737.0,Real,737.0,MOMA Store,Estados Unidos,América do Norte,baixado,23.63,360.0,360.0,be8ec1299e689b32
https://store.moma.org/en-br/collections/gifts/products/solar-eclipse-keyring-bag-charm-yellow,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/40cd739f-3818-4c39-9f53-a7e413525035_360x.jpg?v=1738023549,ef61909a6b6594d8.jpg,Solar Eclipse Keyring Bag Charm,160.0,Real,160.0,MOMA Store,Estados Unidos,América do Norte,baixado,7.49,360.0,360.0,ef61909a6b6594d8
https://store.moma.org/en-br/collections/gifts/products/eero-aarnio-magis-me-too-velvet-puppy-xs-objet,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/8f463588-d727-4f01-9bb3-26ddeb330a3c_360x.jpg?v=1737492575,ecc9c336b2e34d48.jpg,Eero Aarnio Magis Me Too Velvet Puppy XS Objet,1.2,Real,1.2,MOMA Store,Estados Unidos,América do Norte,baixado,8.44,360.0,360.0,ecc9c336b2e34d48
https://store.moma.org/en-br/collections/gifts/products/joan-miro-gold-plated-dot-squiggle-earrings,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/e18cd32f-0d30-4250-a7c3-2f40bf8b8f9b_360x.jpg?v=1738166802,e1306161cb9e9ecb.jpg,Joan Miró Gold-Plated Dot Squiggle Earrings,590.0,Real,590.0,MOMA Store,Estados Unidos,América do Norte,baixado,7.07,360.0,360.0,e1306161cb9e9ecb
https://store.moma.org/en-br/collections/gifts/products/mixed-metal-milagros-heart-earrings,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/a455dcde-447b-4375-8709-1d82a99e2b1b_360x.jpg?v=1736452918,acd2d32c2dd3892e.jpg,Sandralexandra Heart Earrings,835.0,Real,835.0,MOMA Store,Estados Unidos,América do Norte,baixado,7.91,360.0,360.0,acd2d32c2dd3892e
https://store.moma.org/en-br/collections/gifts/products/dual-color-glass-fruit-bowl-blue-pink,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/71a3dccb-50fa-466e-9291-c85e23b4ee86_360x.jpg?v=1736905436,e0da95a59f6aca60.jpg,Dual Color Glass Fruit Bowl,461.0,Real,461.0,MOMA Store,Estados Unidos,América do Norte,baixado,8.57,360.0,360.0,e0da95a59f6aca60
https://store.moma.org/en-br/collections/gifts/products/dusen-dusen-oven-mitt-mustard,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/06e7d370-66fa-46d1-b17d-52cadd4c1929_360x.jpg?v=1736903994,e5ccc633993398c3.jpg,Dusen Dusen Oven Mitt,172.0,Real,172.0,MOMA Store,Estados Unidos,América do Norte,baixado,13.72,360.0,360.0,e5ccc633993398c3
https://store.moma.org/en-br/collections/gifts/products/arlo-skye-dusen-dusen-striped-backpack,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/2dd4e012-5fc1-45e3-a35c-6ff7afdf2862_360x.jpg?v=1740667945,e492c6cd9b399869.jpg,Arlo Skye Dusen Dusen Striped Backpack,1.53,Real,1.53,MOMA Store,Estados Unidos,América do Norte,baixado,14.1,360.0,360.0,e492c6cd9b399869
https://store.moma.org/en-br/collections/gifts/products/hay-tin-container-white-blue-red,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/19fd3b58-e271-46f0-b1be-6786d0f23a28_360x.jpg?v=1736905226,bc61c38ec39e9a98.jpg,HAY Tin Container,135.0,Real,135.0,MOMA Store,Estados Unidos,América do Norte,baixado,6.3,360.0,360.0,bc61c38ec39e9a98
https://store.moma.org/en-br/collections/gifts/products/twist-glass-vase-candleholder,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/4046b070-7912-4eab-b058-512a3ef7162d_360x.jpg?v=1736905130,b0cf9833cb2c6633.jpg,Twist Glass Vase & Candleholder,461.0,Real,461.0,MOMA Store,Estados Unidos,América do Norte,baixado,9.83,360.0,360.0,b0cf9833cb2c6633
https://store.moma.org/en-br/collections/gifts/products/telfar-tyvek-shopping-bag-black,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/5ac35cb6-7837-4a63-9c09-87bb1c719917_360x.jpg?v=1741705681,a7d80f24da2798cb.jpg,Telfar Tyvek Shopping Bag,1.17,Real,1.17,MOMA Store,Estados Unidos,América do Norte,baixado,8.9,360.0,360.0,a7d80f24da2798cb
https://store.moma.org/en-br/collections/gifts/products/whipped-table-lamp-luminous-orange,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/c3c680f5-bc5a-4a1c-9b6c-5cec1c4e506c_360x.jpg?v=1736905015,e699996693639869.jpg,Whipped Table Lamp,1.41,Real,1.41,MOMA Store,Estados Unidos,América do Norte,baixado,6.81,360.0,360.0,e699996693639869
https://store.moma.org/en-br/collections/gifts/products/make-funny-faces-game,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/8f1bd027-7bdb-4700-b7ee-ec2a9409b9b5_360x.jpg?v=1737491897,be6685c9c362c8b6.jpg,Make Funny Faces Game,111.0,Real,111.0,MOMA Store,Estados Unidos,América do Norte,baixado,24.41,360.0,360.0,be6685c9c362c8b6
https://store.moma.org/en-br/collections/gifts/products/colorful-chess-set,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/ef411f2c-4bbd-4765-b6dd-9fc541935350_360x.jpg?v=1737492364,fa9a85247ad2b48d.jpg,Colorful Chess Set,295.0,Real,295.0,MOMA Store,Estados Unidos,América do Norte,baixado,13.94,360.0,360.0,fa9a85247ad2b48d
https://store.moma.org/en-br/collections/gifts/products/village-house-porcelain-vase-small,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/2c4e234d-46df-4f7e-a61e-affd203ba293_360x.jpg?v=1736904202,e4699b969668694d.jpg,Village House Porcelain Vase,166.0,Real,166.0,MOMA Store,Estados Unidos,América do Norte,baixado,10.59,360.0,360.0,e4699b969668694d
https://store.moma.org/en-br/collections/gifts/products/the-hoptimist-graduation-edition,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/8c713cfb-0396-4e02-b1d4-8a1abe9394b5_360x.jpg?v=1737491890,e1659e929ac96333.jpg,The Hoptimist,154.0,Real,154.0,MOMA Store,Estados Unidos,América do Norte,baixado,9.48,360.0,360.0,e1659e929ac96333
